GPS time,iTOW,EKF Raw Z Gyro,EKF Raw X Gyro,EKF Raw Y Gyro,EKF Raw X Accel,EKF Raw Y Accel,EKF Raw Z Accel
2022:120924.100,120924.1,0.26,0,-0.34,0.2,-0.57,10.39
,120924.3,-0.28,0.02,-1.19,0.18,-0.31,10.15
,120924.5,0.01,0.19,-0.42,0.27,-0.41,10.68
2022:120924.700,120924.7,-0.17,-0.96,-0.79,0.24,-0.34,10.56
2022:120925.000,120925,-0.7,0.28,0.16,0.18,-0.3,10.41
2022:120925.300,120925.3,-0.11,-0.63,-0.49,0.3,-0.47,10.62
2022:120925.500,120925.5,0.65,-0.16,-0.12,0.25,-0.57,10.11
,120925.7,1.27,-0.53,-0.56,0.19,-0.54,10.56
2022:120925.900,120925.9,1.05,0.26,-0.11,-0.09,-0.52,10.06
,120926.5,1.33,-1.62,-0.37,-0.06,-0.51,10.39
2022:120926.700,120926.7,1.39,0.16,-0.44,-0.08,-0.53,10.27
,120926.9,1.2,-1.16,-1.09,0.18,-0.5,10.39
,120927.1,0.76,0.63,0.43,0.37,-0.45,10.06
2022:120927.300,120927.3,0.43,-1.14,-1.83,0.4,-0.39,10.45
,120927.5,0.01,0.64,0.55,0.38,-0.32,10.28
2022:120927.700,120927.7,0.33,-2.4,-1.58,0.48,-0.36,10.4
2022:120927.900,120927.9,0.06,0.92,0.61,0.45,-0.43,10.08
,120928.1,0.1,-1.21,-0.74,0.47,-0.44,10.4
,120928.3,0.29,0.32,0.36,0.49,-0.41,10.26
2022:120928.500,120928.5,0.34,-0.96,-1.12,0.45,-0.42,10.14
2022:120928.700,120928.7,0.13,0.5,0.46,0.53,-0.44,10.29
2022:120928.900,120928.9,0.51,1.02,0.97,0.66,-0.56,10.12
,120929.3,0.91,-1.49,-1.28,0.66,-0.49,10.43
2022:120929.500,120929.5,1.99,0.37,-0.62,0.85,-0.56,10.5
2022:120929.700,120929.7,1.29,-0.36,0.24,0.61,-0.52,10.22
2022:120929.900,120929.9,2.28,0.72,-0.48,0.77,-0.72,10.3
2022:120930.100,120930.1,1.25,-0.45,0.66,0.73,-0.59,10.59
,120930.3,1.85,-0.23,-1.06,0.77,-0.6,10.25
2022:120930.500,120930.5,1.02,0.32,0.77,0.85,-0.46,10.26
,120930.7,0.87,-0.42,-0.9,0.6,-0.3,10.24
,120930.9,0.33,0.46,-0.19,0.92,-0.25,10.19
2022:120931.100,120931.1,-0.11,-0.28,-0.47,0.65,-0.14,10.39
2022:120931.300,120931.3,-0.57,-0.15,-0.43,0.67,0.07,10.02
,120931.9,0.07,-0.96,-1.52,1.12,-0.28,10.55
2022:120932.100,120932.1,-0.59,-0.33,-0.54,0.95,-0.25,10.08
,120932.3,-0.78,0.2,-0.56,1.04,-0.26,10.38
2022:120932.500,120932.5,,,,,,
,120932.7,-0.05,-0.75,0.49,1.19,-0.48,10.71
,120932.9,-0.82,-0.59,-0.6,0.98,-0.34,9.91
,120933.1,0.16,0.42,0.32,1.23,-0.41,10.46
2022:120933.300,120933.3,-1.45,-1,-0.1,0.98,-0.36,10.49
2022:120933.500,120933.5,-0.78,1.07,1.3,0.61,-0.26,9.96
2022:120933.700,120933.7,0.1,-0.97,-0.84,0.69,-0.48,10.64
,120933.9,-0.87,0.63,0.92,0.7,-0.28,9.99
,120934.1,2.78,-6.19,-1.45,1.62,-0.11,12.38
2022:120934.300,120934.3,0.87,-3.47,-4.68,-0.23,-0.8,8.41
,120934.5,-6.06,8.45,6.95,0.56,0,12.12
2022:120934.700,120934.7,5.68,-6.67,-13.2,0.43,-0.26,10.08
,120934.9,0.78,1.6,0.31,0.81,-0.33,10.79
2022:120935.100,120935.1,0.44,-0.48,-0.83,0.67,-0.36,10.1
2022:120935.300,120935.3,0.7,-0.68,-0.19,0.91,-0.42,10.53
2022:120935.500,120935.5,-5.05,4.87,-0.41,0.17,-0.68,9.27
2022:120935.700,120935.7,-1.47,1.3,8.59,0.73,-0.54,10.79
2022:120935.900,120935.9,-3.99,10.78,-0.7,-0.14,-0.28,10.35
2022:120936.100,120936.1,3.38,1.57,-0.25,0.44,-0.05,11.76
2022:120936.500,120936.5,0.75,-1.65,-4.83,0.63,-0.32,9.73
,120936.7,-0.79,1.12,2.85,0.63,-0.26,10.56
2022:120936.900,120936.9,0.76,0.03,-1.17,0.58,-0.23,10.11
2022:120937.100,120937.1,0.84,-0.47,0.37,0.18,-0.22,10.35
2022:120937.300,120937.3,0.19,-0.93,-0.21,0.09,-0.21,10.62
2022:120937.500,120937.5,-0.08,0.69,1.09,-0.08,-0.22,10.26
2022:120937.700,120937.7,0.01,0.4,0.61,-0.21,-0.29,10.39
2022:120937.900,120937.9,-0.16,0.32,0.1,-0.34,-0.12,10.36
,120938.1,0.08,-0.57,0.62,-0.41,-0.09,10.53
2022:120938.300,120938.3,0.26,-0.14,0.11,-0.52,-0.18,10.45
,120938.9,-0.01,0.1,-0.66,-0.64,-0.28,10.18
2022:120939.100,120939.1,0.16,1.3,-0.32,-0.53,-0.23,10.29
2022:120939.300,120939.3,0.69,0.57,-0.63,-0.52,0,10.36
,120939.5,1.12,-2.54,-3.86,-0.32,-0.11,10.36
2022:120939.700,120939.7,0.67,0.51,-1.77,-0.13,-0.31,10.17
,120939.9,0.3,0.41,-2.52,-0.16,-0.16,10.1
2022:120940.300,120940.3,0.74,-0.32,-1.89,0.18,-0.26,10.44
2022:120940.500,120940.5,-0.75,0.34,-0.51,0.21,0.03,10.08
2022:120940.700,120940.7,0.71,-1.21,1.08,0.01,-0.08,11.52
2022:120940.900,120940.9,0.51,-2.05,-0.87,0.18,-0.15,11
2022:120941.200,120941.2,0.49,0.54,1.06,0.33,-0.28,9.79
,120941.8,0.19,-1.67,1.68,0.48,-0.25,10.79
2022:120942.000,120942,1.04,-1.62,-1.61,0.23,-0.56,9.81
,120942.2,2.33,-0.38,-1.18,0.4,-0.61,10.86
,120942.6,11.55,-12.2,-7.34,0.48,-0.63,11.35
2022:120942.800,120942.8,3.29,-6,-1.27,0.23,-0.77,10.57
2022:120943.000,120943,-1.14,0.86,3.38,0.41,-0.5,10.34
2022:120943.200,120943.2,3.32,-3.51,-4.94,0.87,-0.63,11.25
2022:120943.400,120943.4,3.27,-1.35,-1.7,0.71,-0.58,9.72
2022:120943.600,120943.6,1.07,-1.81,6.56,-0.04,-0.72,10.97
2022:120943.800,120943.8,0.42,2.1,-0.18,-0.29,-0.24,10.4
,120944,-0.26,1.07,0.92,-0.37,-0.38,10.42
2022:120944.400,120944.4,1.74,-1.04,-2.15,-0.25,-0.35,10.14
2022:120944.600,120944.6,0.13,-0.16,-0.2,0.54,-0.36,10.6
2022:120944.800,120944.8,0.07,0.3,-0.28,-0.55,-0.4,10.03
2022:120945.000,120945,0.93,-1.55,-1.54,0.49,-0.43,10.76
,120945.2,-0.83,0.01,0.63,-0.21,-0.29,10.24
2022:120945.400,120945.4,-0.48,-0.95,-0.49,-0.09,-0.22,10.53
2022:120945.600,120945.6,-1.15,-0.21,-0.18,-0.24,-0.34,10.28
,120945.8,-0.4,-1.05,-1.39,0.42,-0.35,10.34
,120946.6,-1.06,0.47,0.26,0.87,-0.39,10.37
,120946.8,-0.77,0.28,-0.65,0.57,-0.41,10.33
2022:120947.000,120947,-0.67,0.07,0.24,0.62,-0.22,10.24
2022:120947.200,120947.2,0.06,-0.8,-2.7,0.67,-0.43,10.35
2022:120947.400,120947.4,-1.51,1.06,0.77,0.76,-0.28,10.33
2022:120947.600,120947.6,-0.21,-0.77,-1.08,0.7,-0.19,10.34
,120947.8,-0.39,0.28,0.48,0.75,-0.36,10.4
2022:120948.000,120948,-0.03,-0.92,-0.27,0.76,-0.36,10.33
2022:120948.200,120948.2,0,1.72,0.48,0.81,-0.31,10.43
2022:120948.400,120948.4,1.47,1.54,0.34,0.59,-0.18,10.32
2022:120949.000,120949,2.68,-2.27,-2.59,0.27,-0.54,10.16
2022:120949.200,120949.2,0.51,-1.26,0.52,0.3,-0.49,10.75
2022:120949.400,120949.4,1.82,0.57,-1.98,0.11,-0.6,9.87
2022:120949.600,120949.6,1.52,0.12,0.6,0.41,-0.5,10.94
2022:120949.800,120949.8,1.09,-0.09,-0.52,-0.09,-0.52,9.67
2022:120950.000,120950,0.92,-0.59,0.06,0.26,-0.34,10.61
2022:120950.200,120950.2,0.27,-0.64,-0.27,0.53,-0.31,9.89
2022:120951.600,120951.6,0.28,-0.17,0.36,0.91,-0.36,10.78
,120951.8,0.36,0.51,-0.64,0.54,-0.44,9.6
2022:120952.000,120952,,,,,,
,120952.2,0.33,0.33,-0.98,0.59,-0.39,9.7
,120952.4,0.33,-0.1,-0.92,0.83,-0.31,10.57
2022:120952.600,120952.6,0.19,-0.44,-1.17,0.66,-0.37,10.07
2022:120952.800,120952.8,,,,,,
2022:120953.000,120953,1.28,-0.24,-0.22,0.62,-0.62,9.77
2022:120953.200,120953.2,0.55,-0.55,0.95,0.8,-0.52,10.83
,120953.4,2.28,-0.67,-0.67,0.65,-0.47,9.97
2022:120953.600,120953.6,1.58,0.18,-0.4,0.78,-0.52,10.57
2022:120953.800,120953.8,0.9,-0.39,0.15,0.67,-0.28,10.33
2022:120954.000,120954,1.2,0.22,0.27,0.7,-0.42,10.29
,120954.2,0.61,-0.18,-1.14,0.84,-0.15,10.35
2022:120954.400,120954.4,0.38,-0.13,0.53,0.75,-0.21,10.37
2022:120954.600,120954.6,-0.2,0.16,-1.01,0.91,-0.15,10.19
2022:120954.800,120954.8,-0.56,0.08,0.77,0.5,0,10.2
2022:120955.000,120955,-1.52,-0.28,-1.11,0.61,-0.08,10.45
2022:120955.200,120955.2,-2.82,0.48,-0.24,0.67,0.07,10.22
,120956.2,-2.32,-1.47,-0.28,0.65,0.17,10.45
2022:120956.400,120956.4,,,,,,
2022:120956.600,120956.6,-2.9,-0.05,-0.23,0.74,0.03,10.26
2022:120956.800,120956.8,-2.14,-1.21,-0.85,0.77,-0.03,10.4
2022:120957.000,120957,-1.87,-0.28,-0.82,0.89,-0.11,10.09
,120957.2,-1.64,1.38,1.22,0.6,-0.36,9.82
,120957.4,0.06,-0.33,0.28,0.46,-0.44,10.57
2022:120957.600,120957.6,0.68,-0.19,-0.7,0.47,-0.47,10.11
,120957.8,0.85,-1.85,-0.62,0.56,-0.67,10.55
2022:120958.000,120958,1.49,-0.08,-0.41,0.55,-0.43,10.21
2022:120958.200,120958.2,2.42,-2.09,-1.4,0.42,-0.39,10.62
2022:120958.400,120958.4,1.18,0.13,-0.89,0.47,-0.47,10.27
2022:120958.600,120958.6,1.27,-0.87,0.43,0.54,-0.35,10.75
2022:120958.800,120958.8,1.75,-2.08,-0.9,0.3,-0.71,10.5
2022:120959.000,120959,2.04,0.21,-0.44,0.45,-0.63,10.7
2022:120959.200,120959.2,1.21,-0.02,0.72,0.29,-0.49,10.4
,120959.4,2.2,-1.05,-1.21,0.72,-0.55,10.37
2022:120959.600,120959.6,1.51,0.18,0.43,0.67,-0.5,10.4
2022:120959.800,120959.8,1.47,-0.75,-0.17,0.96,-0.56,10.34
2022:120960.200,120960.2,2.09,-0.32,0.22,1.01,-0.52,10.07
2022:120961.400,120961.4,-3.22,1.84,-4.11,0.75,-0.86,7.33
,120961.6,3.83,-0.81,-4.99,2.16,-0.07,11.53
,120961.8,2.18,2.22,0.72,1.55,-0.72,9.9
2022:120962.000,120962,2.74,-1.15,-2.18,1.5,-0.62,9.62
,120962.2,2.28,-1.82,-1.93,1.69,-0.77,10.25
,120962.4,2.07,1.63,-6.81,1.21,-0.3,10.48
2022:120962.600,120962.6,1.7,-2.45,6.52,1,-0.71,10.57
,120962.8,7.88,-0.79,-9.15,0.99,-0.71,10.27
,120963,3.81,3.12,-1.47,1.01,-0.69,9.64
2022:120963.200,120963.2,5.39,1.62,1.38,1.24,-1.06,10.44
,120963.4,6.01,4.21,0.82,0.21,-1.01,7.84
2022:120963.600,120963.6,7.72,-0.01,-4.6,1.1,-0.91,11.64
,120963.8,10.18,3.31,0.58,0.89,-1.03,9.61
2022:120964.000,120964,9.71,-1.43,-2.9,1.07,-1.23,10.7
,120964.2,11.38,3.88,0.91,0.8,-1.07,9.91
2022:120964.400,120964.4,12.56,1.07,-1.56,0.84,-1.01,10.04
2022:120964.600,120964.6,11.74,6.75,-3.09,0.83,-1,9.82
,120964.8,10.49,-3.4,5.11,-0.32,-1.32,10.42
2022:120965.000,120965,12.14,-1.22,-0.78,1.25,-1.39,10.35
2022:120965.200,120965.2,12.16,2.92,0.82,0.82,-0.72,9.94
2022:120965.400,120965.4,12.94,4.95,5.26,0.66,-0.84,10.67
2022:120965.600,120965.6,15.17,1.15,-1.98,0.72,-1.25,10.21
2022:120966.000,120966,15.48,2.21,-0.17,0.72,-0.99,10.41
2022:120966.200,120966.2,16.72,0.96,-2.23,0.7,-1.21,10.31
2022:120966.400,120966.4,16.35,1.34,-0.7,0.76,-1.16,10.16
,120966.6,17.5,0.26,-2.72,0.58,-1.05,10.58
,120966.8,17.39,-0.33,-2.21,0.64,-1.46,10.05
2022:120967.000,120967,16.4,1.84,-1.88,0.49,-1.5,10.08
,120967.2,15.99,2.14,-0.84,0.49,-1.29,10.53
2022:120967.400,120967.4,17.2,1.04,-1.4,0.34,-1.3,10.38
2022:120967.600,120967.6,15.6,1.45,-0.62,0.34,-1.29,10.22
,120967.8,13.81,2.65,-0.41,0.03,-1.05,10.26
2022:120968.000,120968,12.9,1.61,1.49,0.26,-1.2,10.6
2022:120968.200,120968.2,13.56,-5.16,-5.5,0.31,-1.33,10.44
,120968.4,15.84,0.9,-0.25,0.32,-1.23,11.1
2022:120968.600,120968.6,10.4,0.68,-0.38,0.23,-1.09,10.21
,120968.8,10.62,-0.02,-1.91,0.78,-1.05,10.51
2022:120969.000,120969,9.5,0.15,-4.68,0.28,-1.02,10.09
2022:120969.600,120969.6,4.68,0.1,0.22,0.37,-0.81,10.58
2022:120969.800,120969.8,5.18,0.52,-0.39,0.25,-0.69,10.14
2022:120970.000,120970,2.56,1.28,-0.1,0.19,-0.58,10.19
2022:120970.400,120970.4,2.36,0.03,-1.4,0.27,-0.64,10.35
,120970.6,2.61,-0.87,-0.19,0.35,-0.57,10.47
2022:120970.800,120970.8,-0.26,1.2,0.93,0.14,-0.57,10.42
2022:120971.200,120971.2,1.84,-0.01,0.67,0.17,-0.42,10.52
,120971.4,0.55,-0.17,-1.41,0.12,-0.52,10.25
,120971.6,-0.39,1,1.61,0.16,-0.36,10.61
2022:120971.800,120971.8,0.31,0.76,0.81,0.1,-0.48,10.42
,120972.2,0.09,-0.28,-1.48,0.24,-0.29,10.45
,120972.4,0.65,1,0.61,0.04,-0.32,10.15
,120972.6,0.02,-0.69,-0.85,0.22,-0.33,10.57
,120972.8,0.8,0.9,0.15,0.06,-0.36,10.13
2022:120973.000,120973,0.36,-1.8,-0.23,0.31,-0.25,10.82
,120973.2,0.31,-0.56,-0.51,0.06,-0.57,10.01
2022:120973.400,120973.4,0.17,0.41,-0.48,0.17,-0.36,10.46
,120973.6,0.64,-0.56,-0.71,0.23,-0.44,10.3
,120973.8,0.34,0.04,-0.36,0.08,-0.35,10.16
2022:120974.000,120974,-0.29,-0.4,-0.29,0.15,-0.32,10.57
,120974.2,0.07,-0.36,-0.55,0.18,-0.31,10.3
,120974.4,0.06,-0.36,-0.94,0.09,-0.31,10.22
2022:120974.600,120974.6,-0.52,-0.23,-0.17,0.43,-0.32,10.42
2022:120974.800,120974.8,0.42,-1.31,-0.4,0.42,-0.38,10.42
,120975,-0.01,-0.78,0.08,0.27,-0.5,10.11
2022:120975.500,120975.5,0.14,0.09,0.18,0.64,-0.45,10.46
2022:120975.700,120975.7,0.54,-1.37,-0.38,0.88,-0.42,10.65
2022:120975.900,120975.9,0.31,-0.29,0.73,0.59,-0.47,10.45
2022:120976.100,120976.1,-0.22,0.36,0.4,0.73,-0.43,10.43
2022:120976.300,120976.3,0.83,0.18,-0.11,0.77,-0.4,10.31
2022:120976.500,120976.5,-0.2,-0.77,-0.76,0.92,-0.29,10.59
2022:120976.700,120976.7,0.65,0.61,-0.39,0.79,-0.42,10.2
2022:120976.900,120976.9,-0.24,-0.28,0.24,0.83,-0.33,10.41
2022:120977.100,120977.1,-0.09,-0.07,0.37,0.85,-0.24,10.2
2022:120977.300,120977.3,0.78,-1.29,-0.63,0.89,-0.45,10.66
2022:120977.500,120977.5,-0.12,0.23,0.25,0.86,-0.37,10.04
2022:120977.700,120977.7,1.51,0.04,-0.09,1.31,-0.44,10.37
2022:120977.900,120977.9,1.25,-0.9,0.56,1.1,-0.51,10.47
2022:120978.300,120978.3,0.46,0.58,0.27,0.95,-0.44,10.15
,120978.5,0.36,-0.49,0.65,1.01,-0.32,10.44
2022:120978.700,120978.7,0.36,0.06,0.76,1.03,-0.35,10.35
2022:120979.000,120979,0.3,-0.78,-0.88,0.95,-0.44,10.31
2022:120979.400,120979.4,-1.27,3.68,-5.32,1.18,-0.76,9.08
2022:120979.600,120979.6,1.41,-1.19,-1.29,0.89,-0.15,10.69
2022:120979.800,120979.8,3,-0.04,-7.33,1.54,-0.27,10.62
2022:120980.000,120980,1.25,-1.25,-0.54,0.69,-0.59,10.56
,120980.4,-0.71,2.57,1.49,0.51,-0.46,10.39
2022:120980.600,120980.6,-0.67,-1.02,-0.74,0.26,-0.39,9.92
2022:120980.800,120980.8,1.45,0.18,-1.75,0.55,-0.28,10.71
2022:120981.400,120981.6,0.37,-1.89,-0.11,0.36,-0.42,10.71
2022:120981.600,120982.2,2,-2.25,-5.65,0.3,-0.73,10.59
,120982.4,-1.03,3.84,0.12,0.09,-0.4,9.34
2022:120982.600,120982.6,1.6,-1.79,-2.12,0.32,-0.29,11.37
2022:120982.800,120982.8,0.27,2.41,2.27,-0.01,-0.39,9.53
2022:120983.000,120983,2.01,-1.75,-1.23,0.28,-0.35,11.55
,120983.2,-0.6,2.56,3.25,-0.02,-0.23,9.59
,120983.4,1.32,-1.48,-0.88,0.03,-0.37,10.96
2022:120983.600,120983.6,0.47,-1.25,-0.25,0.1,-0.42,10.1
,120983.8,1.07,-0.77,-1.46,0.17,-0.52,10.43
2022:120984.000,120984,1.34,-0.49,0.26,-0.02,-0.52,10.23
2022:120984.300,120984.3,0.41,0.5,-0.21,0.18,-0.5,10.25
,120984.6,0.18,0.88,0.39,0,-0.28,10.52
,120984.8,0.83,-1.3,-1.11,0.15,-0.39,10.55
2022:120985.000,120985,0.11,-0.76,-0.96,0.01,-0.18,10.52
2022:120985.300,120985.3,0.01,-0.59,0.38,0.11,-0.41,10.3
2022:120985.900,120985.9,1.01,-2.58,-1.1,0.89,-0.43,10.54
,120986.1,0.15,0.14,0.31,0.54,-0.38,10.07
2022:120986.400,120986.4,0.88,-0.17,-0.43,0.96,-0.51,10.96
,120986.6,-0.44,-0.16,0.52,0.64,-0.33,9.7
,120986.8,0.53,0.51,-1,,,
2022:120987.000,120987,1,-0.68,0.18,1.13,-0.57,11.49
2022:120987.300,120987.3,0.48,2.91,-1.11,0.89,-0.41,10.39
,120987.7,-0.04,0,0.64,0.77,-0.18,10.29
2022:120987.900,120987.9,1.64,0.43,0.2,0.83,-0.36,10.24
2022:120988.100,120988.1,0.25,-3.34,-1.22,0.88,-0.38,10.76
,120988.3,-0.35,3.11,1.66,0.74,-0.36,9.57
,120988.5,0.52,-1.88,-1.21,0.85,-0.33,10.97
2022:120988.700,120988.7,0.17,0,0.15,0.8,-0.13,10
2022:120988.900,120988.9,-0.24,1.2,1.15,0.72,-0.2,9.92
2022:120989.100,120989.8,0.59,-0.59,-0.42,0.83,-0.26,10.38
2022:120989.800,120990,0.45,-2.09,-2.07,0.88,-0.25,10.53
2022:120990.000,120990.9,0.69,-2.46,-0.62,0.86,-0.38,10.64
2022:120990.900,120991.1,0.86,1.39,0.7,0.8,-0.49,10.2
2022:120991.400,120991.4,0.43,-1.76,-2.24,0.83,-0.25,10.6
2022:120991.700,120991.7,-0.25,-0.17,-1.83,0.99,-0.3,10.78
2022:120992.100,120992.1,-1.13,0.32,-1.42,0.62,-0.23,9.63
2022:120992.300,120992.3,-0.69,-2.48,-5.21,0.84,-0.15,10.4
2022:120992.500,120992.5,-1.13,2.18,0.27,0.92,0.04,10.25
2022:120992.700,120992.7,-0.55,-3.28,-2,0.64,-0.14,9.92
,120992.9,-1,1.23,1.02,0.95,0.14,11.13
2022:120993.100,120993.1,-0.96,-1.99,1.29,0.68,-0.04,9.72
,120993.3,-0.21,-0.2,-1.25,0.9,0.03,10.44
,120993.5,0.18,-2.29,-2.69,0.88,-0.33,10.2
2022:120993.700,120993.7,0.04,0.46,-1.43,0.96,-0.3,9.89
,120993.9,0.14,0.72,0.27,0.81,-0.3,10.27
2022:120994.100,120994.1,1.27,-0.07,-0.32,0.93,-0.53,10.6
2022:120994.400,120994.4,1.16,-0.7,-0.93,0.71,-0.5,9.65
2022:120995.400,120995.4,0.81,-0.95,-1.22,0.95,-0.66,10.88
2022:120995.600,120995.6,0.82,-0.13,0.7,0.73,-0.68,9.68
2022:120995.800,120995.8,1.6,0.01,0.2,0.82,-0.76,10.22
2022:120996.100,120996.1,2.07,-1.28,0.64,0.97,-0.76,10.86
,120996.4,3.11,-0.87,-2.05,0.84,-0.78,9.92
2022:120996.600,120996.6,2.46,0.15,0.42,,,
,120996.8,1.98,-1.96,-0.9,0.87,-0.91,10.79
,120997,0.19,2.23,-0.22,0.74,-0.67,9.5
2022:120997.300,120997.3,,,,,,
2022:120997.900,120997.9,0.59,0.01,-0.59,0.95,-0.41,10.58
2022:120998.100,120998.1,0.14,-1.21,0,0.75,-0.34,10.23
,120998.3,0.35,1.31,0.84,0.74,-0.46,10.05
2022:120998.500,120998.5,0.3,0.07,0.27,0.8,-0.41,10.4
2022:120998.700,120998.7,1.44,-0.32,-1.88,0.82,-0.45,10
,120998.9,0.1,0.5,-0.13,0.75,-0.31,10.16
2022:120999.100,120999.1,-0.44,-1.67,-0.37,0.9,-0.27,10.94
2022:120999.400,120999.4,-0.18,1.06,-0.06,0.75,-0.12,9.57
2022:120999.600,120999.6,0.39,-1.27,-0.27,0.95,-0.36,11.11
,120999.8,0.13,-0.37,-0.09,0.78,-0.25,10.38
2022:121000.500,121000.5,0.32,-0.11,-0.75,0.8,-0.29,10.02
2022:121000.700,121000.7,-0.18,-0.23,-0.27,0.77,-0.25,10.43
2022:121000.900,121000.9,0.05,-1.31,-0.65,0.79,-0.25,10.52
2022:121001.100,121001.1,0.28,-1.15,-0.67,0.84,-0.42,10.46
2022:121001.400,121001.4,-0.36,0.03,1.11,0.77,-0.41,10.36
,121001.6,0.22,0.15,0.77,0.76,-0.43,10.02
,121001.8,1.03,-0.07,-0.2,1.22,-0.37,10.9
2022:121002.400,121002.4,0.8,-1.77,-1.32,1.36,-0.66,9.78
2022:121002.600,121002.6,0.44,0.96,-0.4,1.46,-0.34,10.55
2022:121002.800,121002.8,0.6,-0.24,-0.51,1.4,-0.34,10.26
2022:121003.000,121003,1.11,-1.34,-1.24,1.63,-0.55,10.6
2022:121003.200,121003.2,0.86,1.38,0.42,1.5,-0.55,9.89
,121003.4,-0.12,-0.26,1.01,1.41,-0.22,10.55
2022:121003.600,121003.6,1.82,-1.34,-1.71,1.47,-0.51,10.18
,121003.8,1.2,-0.6,-1.92,1.5,-0.37,10.17
2022:121004.000,121004,0.99,-0.46,-1.32,1.53,-0.22,10.53
,121004.2,0.85,-0.7,-1.05,1.37,-0.26,10.02
2022:121004.400,121004.4,-0.5,0.75,2.02,1.29,-0.13,10.52
2022:121004.800,121004.8,0.94,-0.65,-1.37,1.52,-0.29,10.34
2022:121005.000,121005,-0.35,1.23,1.27,1.33,-0.18,10.26
2022:121005.200,121005.2,1.01,-1.33,-0.81,1.37,-0.12,10
2022:121005.600,121005.6,-0.13,-0.42,0.06,1.6,-0.17,10.42
2022:121005.800,121005.8,0.74,-0.98,-1.81,1.51,-0.1,9.92
2022:121006.000,121006,-0.16,-1.26,0.79,1.59,-0.13,10.58
2022:121006.200,121006.2,0.01,0.12,-1.23,1.84,-0.38,9.85
2022:121006.400,121006.4,-1.14,-0.43,1.8,1.82,-0.16,10.54
,121006.6,0.45,-1.29,-1.37,2,-0.31,10.35
,121006.8,-0.56,-0.34,0.16,2.01,-0.27,9.96
2022:121007.000,121007,0.16,-0.84,-1.28,2.12,-0.27,10.14
,121007.2,-0.25,-1.26,-1.06,2.21,0.04,10.13
2022:121007.400,121007.4,-0.97,-0.77,0.02,1.96,-0.1,10.53
,121007.6,-1.32,0.27,-0.34,2.14,-0.2,10.11
2022:121007.800,121007.8,-2.14,0,1.34,1.95,0.06,10.21
2022:121008.000,121008,-1.45,-0.22,-0.27,1.84,-0.16,9.86
2022:121008.200,121008.2,-1.76,-0.45,-0.17,2.26,-0.21,10.58
2022:121008.400,121008.4,-3.54,-0.52,-0.15,1.93,0.24,10.41
,121008.6,-4.29,0.22,-0.22,1.23,0.23,9.91
,121008.8,-4.52,-0.37,0.03,1.28,0.13,10.41
,121009,-6.34,0.88,1.07,0.86,0.38,10.14
,121009.2,-7.16,-0.11,0.18,0.88,0.52,10.24
2022:121009.400,121009.4,-10.27,-1.74,-0.39,0.85,0.77,10.46
,121010,-11.32,-1.94,-0.38,1.03,0.66,10.38
2022:121010.300,121010.3,-14.78,-2.66,-0.62,0.99,1.18,10.56
2022:121011.100,121011.1,-17.25,-0.98,-1.2,1.06,1.16,10.22
2022:121011.400,121011.4,-17.55,-2.55,-1.54,1.21,1.19,10.3
,121011.6,-18.77,-0.68,0.46,1.04,1.03,10.03
,121011.8,-18.76,-1.74,-0.63,1.19,1.31,10.42
2022:121012.000,121012,-18.43,-3.3,-0.32,1.12,1.18,10.19
2022:121012.200,121012.2,-18.75,-3.19,0.65,1.11,1.1,10.43
,121012.4,-18.84,-2.27,-0.33,1.02,1.08,10.09
2022:121012.600,121012.6,-18.27,-3.26,-0.45,1.08,1.12,10.44
2022:121012.800,121012.8,-18.07,-2.28,-0.67,1.13,0.9,10.07
2022:121013.000,121013,-17.16,-2.62,-0.38,1.15,1.03,10.49
2022:121013.200,121013.2,-16.88,-3.08,-0.2,0.97,0.73,10.15
2022:121013.400,121013.4,-15.33,-2.65,-0.69,1.04,0.43,10.18
2022:121013.600,121013.6,-14.34,-1.76,-0.58,1.14,0.27,10.28
2022:121013.800,121013.8,-12.46,-2.16,-0.13,1.08,0.15,10.36
,121014,-11.18,-1.64,-0.26,1.01,0.13,10.25
2022:121014.200,121014.2,-9.76,-1.82,-0.73,0.97,0.11,10.25
,121014.4,-8.17,-2.31,-0.24,1.05,-0.06,10.48
2022:121014.600,121014.6,-7.4,-1.24,-0.42,0.99,-0.07,10.17
,121014.8,-4.16,-0.26,-0.1,0.92,-0.19,10.27
2022:121015.400,121015.4,-3.14,-1.29,-0.51,0.94,-0.03,10.42
2022:121015.600,121015.6,-2.75,-1.05,-0.28,0.83,-0.35,10.29
2022:121015.800,121015.8,-2.15,-0.3,-0.05,0.8,-0.27,10.26
2022:121016.000,121016,-1.64,-0.85,-0.19,0.84,-0.31,10.29
2022:121016.200,121016.2,-0.41,-0.94,-0.39,0.88,-0.53,10.33
2022:121016.400,121016.4,0.73,-0.53,-0.44,0.76,-0.33,10.26
2022:121016.700,121016.7,0.87,-0.56,-0.39,0.78,-0.4,10.34
2022:121017.300,121017.3,0.78,-0.61,-0.48,0.76,-0.35,10.33
2022:121017.500,121017.5,0.63,-0.22,-0.22,0.74,-0.3,10.26
2022:121017.700,121017.7,0.92,-0.78,-0.72,0.53,-0.43,10.47
,121018.3,0.4,0,0.16,0.29,-0.35,10.28
2022:121018.500,121018.5,1,-0.47,-0.21,0.28,-0.44,10.34
